feature,feature,feature,feature,feature,feature,feature,feature,feature,class
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.222222,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.111111,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.111111,0.000000,1
0.444444,0.000000,0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.222222,0.222222,0.111111,0.111111,0.000000,0.666667,0.111111,0.000000,1
0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.333333,0.111111,0.000000,1
0.000000,0.000000,0.333333,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.222222,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.222222,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.111111,0.111111,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.111111,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.111111,0.666667,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.111111,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.111111,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.222222,0.000000,1
0.000000,0.222222,0.000000,0.111111,0.111111,0.111111,0.444444,0.222222,0.111111,1
0.222222,0.222222,0.111111,0.000000,0.111111,0.222222,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.444444,0.000000,0.000000,0.000000,1
0.777778,0.222222,0.222222,0.000000,0.111111,0.111111,0.222222,0.111111,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.333333,0.222222,0.000000,0.000000,0.000000,1
0.222222,0.111111,0.000000,0.000000,0.111111,0.111111,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.111111,0.111111,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.111111,0.000000,0.000000,0.111111,0.111111,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.111111,0.222222,0.222222,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.444444,0.000000,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.222222,0.111111,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.222222,0.777778,0.000000,0.444444,0.777778,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.111111,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,0.666667,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.111111,0.222222,0.111111,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.555556,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.111111,0.222222,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.777778,0.333333,0.333333,0.444444,0.333333,0.666667,0.666667,0.777778,0.111111,1
0.444444,0.000000,0.000000,0.333333,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.555556,0.000000,0.222222,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.111111,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.777778,0.333333,0.555556,0.222222,0.222222,0.000000,0.333333,0.222222,0.000000,1
0.222222,0.222222,0.111111,0.000000,0.222222,0.000000,0.222222,0.555556,0.000000,1
0.444444,0.000000,0.222222,0.222222,0.111111,0.111111,0.111111,0.222222,0.000000,1
0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.444444,0.444444,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.111111,0.111111,0.111111,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.555556,0.000000,1
0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.555556,0.222222,0.222222,0.444444,0.222222,1.000000,0.222222,0.444444,0.222222,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.666667,0.666667,0.000000,0.444444,0.777778,0.222222,0.333333,0.000000,1
0.444444,0.000000,0.333333,0.000000,0.111111,0.000000,0.222222,0.111111,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.111111,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.111111,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.444444,0.222222,0.333333,0.222222,0.333333,0.444444,0.333333,0.666667,0.000000,1
0.777778,0.111111,0.000000,0.000000,0.444444,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.444444,0.444444,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.444444,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.333333,0.333333,0.333333,0.555556,0.444444,0.666667,0.222222,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.111111,0.111111,0.000000,0.111111,0.000000,0.111111,0.222222,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.111111,1
0.444444,0.111111,0.111111,0.111111,0.111111,0.000000,0.111111,0.111111,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.111111,0.111111,0.111111,0.222222,0.000000,0.000000,0.222222,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,1
0.444444,0.000000,0.000000,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.333333,0.444444,0.222222,0.666667,0.222222,0.333333,0.555556,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.111111,0.000000,1
0.222222,0.111111,0.111111,0.000000,0.333333,0.222222,0.111111,0.000000,0.000000,1
0.333333,0.333333,0.333333,0.111111,0.111111,0.222222,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.222222,0.111111,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.333333,0.222222,0.000000,0.111111,0.111111,0.000000,1
0.444444,0.222222,0.333333,0.000000,0.333333,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.111111,0.111111,0.111111,0.111111,0.000000,0.222222,0.111111,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.222222,0.111111,0.111111,0.222222,0.000000,0.000000,0.111111,0.222222,1
0.444444,0.222222,0.222222,0.111111,0.222222,0.000000,0.222222,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.222222,0.111111,0.111111,0.111111,0.000000,1
0.000000,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.111111,0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.111111,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.000000,1
0.000000,0.111111,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.222222,0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.333333,0.000000,0.000000,0.000000,1
0.000000,0.111111,0.000000,0.222222,0.111111,0.000000,0.000000,0.111111,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.111111,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.222222,0.111111,0.111111,0.111111,0.111111,0.222222,0.000000,0.000000,1
0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.000000,0.111111,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.222222,0.222222,0.111111,0.555556,0.222222,0.222222,0.222222,0.444444,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.111111,0.111111,0.111111,0.111111,0.111111,0.222222,0.111111,0.111111,1
0.111111,0.222222,0.000000,0.000000,0.444444,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.111111,0.111111,0.222222,0.111111,0.222222,0.222222,0.000000,0.000000,1
0.333333,0.222222,0.222222,0.000000,0.111111,0.000000,0.222222,0.222222,0.000000,1
0.444444,0.000000,0.222222,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.222222,0.555556,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.222222,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.000000,1
0.444444,0.000000,0.000000,0.222222,0.333333,0.000000,0.222222,0.111111,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.000000,1
0.222222,0.111111,0.111111,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.555556,0.888889,0.666667,0.444444,0.444444,0.777778,0.333333,0.111111,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.222222,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.111111,0.111111,0.333333,0.111111,0.333333,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.222222,0.111111,0.222222,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.555556,0.222222,0.000000,0.111111,0.000000,0.000000,1
0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.111111,0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.444444,0.000000,0.000000,0.000000,1
0.555556,0.000000,0.000000,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.111111,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.555556,0.000000,0.000000,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.555556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.111111,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.222222,0.111111,0.333333,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.444444,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.222222,0.000000,0.222222,0.000000,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.444444,0.000000,0.111111,1.000000,0.333333,0.444444,0.111111,0.000000,0.000000,1
0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.111111,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.555556,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,1
0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,1
0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
0.222222,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,1
